	Oculina_OA4_S45_R1_001.fastq.trim.sam.counts	Oculina_OA5_S33_R1_001.fastq.trim.sam.counts	Oculina_OA6_S20_R1_001.fastq.trim.sam.counts	Oculina_OC4_S29_R1_001.fastq.trim.sam.counts	Oculina_OC5_S18_R1_001.fastq.trim.sam.counts	Oculina_OC9_S36_R1_001.fastq.trim.sam.counts	Oculina_OD4_S40_R1_001.fastq.trim.sam.counts	Oculina_OD5_S5_R1_001.fastq.trim.sam.counts	Oculina_OD6_S26_R1_001.fastq.trim.sam.counts	Oculina_OE10_S46_R1_001.fastq.trim.sam.counts	Oculina_OE11_S3_R1_001.fastq.trim.sam.counts	Oculina_OE3_S30_R1_001.fastq.trim.sam.counts	Oculina_OF7_S32_R1_001.fastq.trim.sam.counts	Oculina_OF8_S44_R1_001.fastq.trim.sam.counts	Oculina_OF9_S9_R1_001.fastq.trim.sam.counts	Oculina_OH11_S43_R1_001.fastq.trim.sam.counts	Oculina_OH15_S12_R1_001.fastq.trim.sam.counts	Oculina_OH1_S34_R1_001.fastq.trim.sam.counts	Oculina_OI1_S15_R1_001.fastq.trim.sam.counts	Oculina_OI2_S35_R1_001.fastq.trim.sam.counts	Oculina_OI3_S4_R1_001.fastq.trim.sam.counts	Oculina_OJ13_S11_R1_001.fastq.trim.sam.counts	Oculina_OJ14_S6_R1_001.fastq.trim.sam.counts	Oculina_OJ15_S24_R1_001.fastq.trim.sam.counts	Oculina_OK1_S38_R1_001.fastq.trim.sam.counts	Oculina_OK2_S1_R1_001.fastq.trim.sam.counts	Oculina_OK3_S31_R1_001.fastq.trim.sam.counts	Oculina_OL6_S16_R1_001.fastq.trim.sam.counts	Oculina_OL7_S2_R1_001.fastq.trim.sam.counts	Oculina_OL8_S19_R1_001.fastq.trim.sam.counts	Oculina_OM1_S10_R1_001.fastq.trim.sam.counts	Oculina_OM2_S28_R1_001.fastq.trim.sam.counts	Oculina_OM3_S23_R1_001.fastq.trim.sam.counts	Oculina_ON4_S27_R1_001.fastq.trim.sam.counts	Oculina_ON5_S13_R1_001.fastq.trim.sam.counts	Oculina_ON6_S17_R1_001.fastq.trim.sam.counts	Oculina_OO1_S7_R1_001.fastq.trim.sam.counts	Oculina_OO2_S22_R1_001.fastq.trim.sam.counts	Oculina_OP1_S42_R1_001.fastq.trim.sam.counts	Oculina_OP2_S47_R1_001.fastq.trim.sam.counts	Oculina_OP3_S37_R1_001.fastq.trim.sam.counts	Oculina_OQ11_S8_R1_001.fastq.trim.sam.counts	Oculina_OQ1_S41_R1_001.fastq.trim.sam.counts	Oculina_OQ4_S14_R1_001.fastq.trim.sam.counts	Oculina_OR7_S39_R1_001.fastq.trim.sam.counts	Oculina_OR8_S21_R1_001.fastq.trim.sam.counts	Oculina_OR9_S25_R1_001.fastq.trim.sam.counts
Sym_100703_c0_g1	0	3	0	1	0	0	2	3	2	0	0	0	0	1	0	0	1	0	2	0	0	1	3	4	0	0	0	0	1	0	0	0	2	0	0	1	0	0	0	0	0	1	0	2	2	0	1
Sym_100705_c0_g1	0	3	2	0	0	3	1	1	0	0	0	0	2	1	5	0	2	1	2	3	0	3	5	1	0	0	0	1	5	0	2	1	1	0	1	0	0	0	0	0	1	2	1	2	1	2	1
Sym_100706_c0_g1	0	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sym_100716_c0_g1	0	0	1	0	0	0	0	3	2	2	2	0	2	0	0	0	1	0	0	1	0	0	0	3	0	0	0	0	1	3	1	1	3	0	0	0	0	0	1	0	0	0	0	2	0	1	1
Sym_100716_c0_g2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sym_100730_c0_g1	0	8	0	3	3	0	3	4	2	2	2	0	1	2	3	2	1	1	5	8	1	2	6	6	0	0	0	5	6	0	3	2	6	0	0	0	0	0	1	0	1	4	0	7	1	6	0
Sym_100737_c0_g1	0	8	3	0	5	0	2	3	3	2	4	0	0	2	0	1	9	4	4	10	0	5	8	3	0	0	0	4	6	2	4	1	6	1	0	0	0	0	1	0	2	4	0	8	2	4	1
Sym_100738_c0_g1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	2	0	0	0	1	0
Sym_100742_c0_g2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sym_100743_c0_g1	0	8	1	0	1	1	0	4	2	1	4	4	0	2	0	1	3	2	6	6	0	3	5	2	0	0	1	3	4	0	2	0	4	0	1	0	0	0	0	0	1	0	0	4	0	2	1
Sym_100761_c0_g1	0	1	1	0	1	0	0	1	0	0	0	0	1	0	1	0	1	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	2	0	0	0	0	0
Sym_100761_c0_g3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
Sym_100761_c0_g4	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0
Sym_100764_c6_g1	0	2	0	0	0	0	0	2	0	0	3	1	0	0	1	1	1	1	1	2	0	1	4	0	0	0	0	1	1	1	0	0	1	0	0	0	0	0	0	0	1	2	0	1	1	4	1
Sym_100770_c0_g1	0	1	1	0	0	1	2	0	1	0	1	0	1	0	0	1	1	0	6	2	0	0	1	0	0	0	1	2	2	1	5	1	3	0	0	0	0	0	0	0	2	0	0	2	1	0	0
Sym_100773_c0_g1	0	6	1	0	2	1	0	5	1	3	3	0	1	3	3	0	2	0	1	1	1	1	5	0	1	0	0	2	1	1	1	1	0	3	0	0	0	0	0	0	4	2	0	3	0	3	0
Sym_100776_c0_g2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sym_100778_c0_g2	0	0	1	0	0	0	0	1	0	0	1	0	0	0	0	0	0	1	1	0	0	0	1	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	1
Sym_100778_c0_g3	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sym_100778_c0_g4	0	0	0	0	1	1	1	0	0	0	1	2	0	0	1	0	0	2	3	0	0	0	0	1	0	0	0	0	1	0	0	0	4	0	0	0	0	0	0	0	2	0	0	1	1	0	0
Sym_100782_c0_g1	0	1	0	0	0	0	0	1	0	1	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sym_100792_c0_g1	0	2	2	0	0	0	1	3	0	0	2	1	0	0	1	0	3	0	2	2	0	1	1	2	1	0	0	1	1	1	5	1	2	0	0	0	0	0	0	0	2	0	0	5	0	1	0
Sym_100793_c2_g1	2	8	29	11	16	25	16	18	23	2	34	23	23	9	19	1	55	32	55	27	15	43	37	33	1	4	2	26	22	20	40	10	55	5	0	1	0	0	6	3	27	29	3	55	19	20	20
Sym_100793_c2_g2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sym_100793_c2_g4	0	1	0	0	2	0	0	0	2	0	1	0	1	0	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	3	1	0	0	0	0	0	0	0	2	0	0	0	1	0
Sym_100794_c0_g1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sym_100802_c0_g1	0	56	33	13	21	20	15	41	14	14	18	23	12	13	21	5	44	19	35	33	12	28	35	33	0	0	6	31	26	13	34	15	56	3	1	1	1	0	5	1	18	25	1	36	20	18	6
Sym_100806_c0_g1	0	3	0	0	1	2	2	2	0	1	2	1	0	0	2	1	2	3	0	1	0	0	4	0	0	0	0	0	3	1	3	0	2	1	0	0	0	0	0	0	0	1	0	2	2	4	0
Sym_100806_c1_g1	0	4	3	1	4	0	1	3	0	0	1	1	2	1	0	0	2	1	0	2	0	0	6	3	0	0	0	1	5	1	0	0	0	0	0	0	0	0	0	0	0	0	0	7	1	4	0
Sym_100816_c0_g1	0	1	5	0	0	1	0	1	2	1	2	1	1	0	1	0	1	1	4	1	0	1	0	0	0	0	0	0	1	0	0	0	2	0	1	0	0	0	0	0	1	6	0	0	1	1	0
Sym_100834_c0_g1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sym_100842_c0_g1	0	5	1	1	1	1	1	0	3	2	2	0	4	1	1	0	4	2	5	2	0	2	5	2	0	0	0	1	2	1	2	1	3	2	1	0	0	1	0	0	1	3	0	4	1	2	1
Sym_100842_c0_g2	0	0	2	1	2	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	1	0	0	0	0	0	0	0	1	1	0	1	2	1	0
Sym_100842_c0_g3	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sym_100866_c0_g1	0	1	2	1	0	0	0	4	1	0	2	2	0	2	1	0	0	0	2	1	0	0	0	1	0	0	0	2	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	1	0	4	1
Sym_100888_c0_g1	0	0	0	1	2	4	0	3	0	2	1	1	2	0	0	0	1	1	3	1	0	0	2	8	0	0	0	4	6	1	1	2	7	1	0	0	0	0	1	0	0	3	0	4	5	0	0
Sym_100888_c1_g1	0	0	0	0	1	0	0	2	0	0	0	0	0	0	0	0	1	0	0	0	0	2	0	0	0	0	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0	2	0	1	0	0	0
Sym_100898_c0_g1	0	10	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sym_100917_c0_g1	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	1	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sym_100918_c2_g1	0	1	2	0	2	0	1	0	2	0	0	0	1	0	0	1	1	0	1	1	0	1	0	1	0	0	0	3	1	0	1	0	4	0	0	0	0	0	0	0	2	4	0	0	0	0	0
Sym_100921_c0_g1	0	2	1	0	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
Sym_100952_c0_g1	0	1	0	0	1	1	1	0	0	0	1	0	0	0	0	0	1	3	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0
Sym_100952_c0_g2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0
Sym_100968_c0_g1	0	4	3	0	2	1	3	2	3	0	4	3	0	0	1	1	9	3	3	3	0	7	2	3	0	0	0	1	2	1	3	0	8	0	0	1	0	0	0	1	4	4	0	2	0	1	1
Sym_100969_c0_g1	0	3	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	4	1	0	1	1	0	1	0	0	1	0	0	0	0	4	0	0	0	0	0	0	0	0	1	0	0	0	0	1
Sym_100977_c1_g1	0	3	0	3	1	1	1	2	0	1	0	1	1	0	0	0	0	1	1	0	0	2	2	3	0	0	0	1	2	0	0	0	1	0	0	1	0	0	0	0	0	3	0	2	0	0	0
Sym_100987_c6_g1	0	0	0	0	0	1	1	0	0	2	1	0	0	2	2	0	0	1	0	1	0	0	0	0	0	0	0	0	1	1	1	1	0	0	0	0	0	0	0	0	0	1	0	3	0	0	0
Sym_100991_c0_g1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
Sym_101035_c0_g2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
Sym_101037_c0_g1	1	72	32	18	35	16	24	45	24	10	25	21	21	16	25	3	65	33	44	30	15	59	54	34	3	1	3	49	35	22	59	19	88	11	4	5	0	0	7	2	25	54	3	54	18	20	11
Sym_101045_c0_g1	0	1	0	1	0	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0
Sym_101046_c0_g1	0	0	1	1	0	0	0	0	0	1	1	0	0	0	0	0	0	0	1	1	0	3	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	2	1	0	0	0	2	0
Sym_101047_c0_g2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sym_101049_c0_g1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sym_101057_c0_g1	0	50	34	16	22	20	22	30	18	12	53	26	31	14	18	6	49	30	70	59	12	55	26	57	5	0	4	46	41	19	48	17	65	6	1	1	2	1	8	3	36	39	1	42	20	29	10
Sym_101084_c0_g1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
Sym_101085_c0_g1	0	2	1	0	0	1	1	1	1	1	1	0	0	0	1	0	1	1	3	0	1	0	0	1	0	0	0	3	2	0	0	0	2	1	0	0	0	0	1	0	2	4	0	4	1	1	1
Sym_101087_c1_g1	0	1	1	2	0	1	0	2	1	0	0	0	1	1	0	0	4	0	0	2	1	0	1	3	0	0	0	1	0	3	2	1	5	0	0	0	0	0	1	0	1	0	0	0	1	2	0
Sym_101095_c0_g1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sym_101098_c0_g1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
Sym_101102_c1_g1	0	1	2	0	1	2	14	0	2	1	8	5	0	0	0	0	10	0	0	0	1	0	0	0	3	0	0	1	0	0	0	0	0	0	0	0	1	0	1	0	4	186	0	0	15	0	0
Sym_101115_c0_g2	0	0	2	1	2	1	2	3	0	0	0	0	1	0	1	0	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	1	2	0	1	0	1	0
Sym_101115_c0_g3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sym_101136_c0_g1	1	15	8	2	6	3	0	16	2	5	9	7	6	5	5	1	9	12	7	12	4	12	16	5	1	0	1	12	8	6	10	8	3	2	0	1	0	0	2	1	6	7	1	12	3	5	1
Sym_101138_c0_g1	3	20	24	17	19	31	12	37	20	8	12	20	26	9	39	4	37	29	50	24	9	42	55	22	2	3	0	48	19	17	59	19	43	2	5	0	1	0	7	0	24	25	4	37	21	22	11
Sym_101146_c0_g2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
Sym_101148_c0_g1	0	2	3	1	3	1	0	0	0	0	0	0	1	0	1	0	4	1	2	1	1	2	0	4	0	0	0	0	1	1	1	0	2	0	0	0	0	0	0	0	0	0	0	1	0	2	0
Sym_101158_c0_g1	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	2	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	1	1
Sym_101173_c0_g1	0	1	0	0	0	0	0	0	0	1	0	1	0	0	0	0	1	0	1	0	1	0	0	1	0	0	0	0	0	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	1	0	1
Sym_101178_c0_g1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	2	0
Sym_101178_c0_g2	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	3	1	0	0
Sym_101196_c1_g1	0	0	0	1	0	0	1	0	0	0	0	1	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	2	0	0	0	1	0
Sym_10119_c0_g1	0	0	0	0	0	1	1	2	0	4	1	0	0	0	0	1	0	1	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	3	0
Sym_101203_c0_g1	0	0	2	0	0	3	2	3	1	4	3	2	2	1	1	1	0	1	4	7	1	4	4	2	0	0	0	1	6	1	2	3	1	1	0	0	0	0	2	0	1	1	0	7	1	3	2
Sym_101203_c1_g2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sym_101210_c0_g1	0	1	0	1	2	2	1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
Sym_101210_c1_g1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
Sym_101210_c1_g2	0	0	5	0	0	1	0	0	2	0	0	0	0	0	1	1	0	0	1	1	0	0	0	1	0	0	0	1	1	1	4	0	1	0	0	0	0	0	0	0	2	1	0	0	1	1	0
Sym_101210_c1_g3	0	22	13	2	15	12	4	9	9	2	4	12	9	1	11	0	20	10	16	12	6	11	10	16	0	0	0	10	10	2	15	5	32	0	1	0	0	0	0	0	10	15	1	11	13	6	6
Sym_101221_c0_g1	0	0	0	0	1	2	0	0	0	2	1	0	0	0	0	0	0	3	1	2	1	3	0	1	0	0	0	1	2	0	0	0	3	0	0	0	0	0	2	0	0	1	0	1	0	0	0
Sym_101245_c3_g1	2	13	4	0	6	5	3	10	1	1	4	4	4	2	9	1	18	3	8	7	3	2	8	5	0	0	0	7	8	2	9	0	6	0	0	2	0	0	1	0	6	7	1	9	2	1	5
Sym_101245_c3_g2	0	3	3	0	3	0	1	0	4	0	1	2	2	1	2	0	11	1	0	1	0	1	2	3	0	0	0	0	5	0	3	2	8	0	0	1	0	0	0	0	3	1	0	4	4	0	0
Sym_101245_c3_g3	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sym_101245_c3_g4	0	1	1	1	0	1	1	4	1	0	4	0	3	2	1	0	0	0	6	2	0	3	3	1	0	0	0	0	1	2	2	1	6	0	0	0	1	0	0	0	0	7	0	2	0	2	1
Sym_101250_c0_g1	0	0	0	0	2	1	0	0	0	0	1	0	1	0	1	0	1	0	1	0	0	0	1	1	0	0	0	0	1	1	2	0	4	0	0	0	0	0	1	0	0	0	0	2	1	0	0
Sym_101254_c0_g1	0	5	0	0	0	0	0	0	0	1	0	1	0	0	0	1	0	0	1	2	0	2	3	1	0	0	0	0	2	0	1	0	2	1	0	0	0	0	0	0	1	4	0	3	1	0	1
Sym_101254_c0_g2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
Sym_101257_c0_g1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	1	0	1	0	0	0	1	0	1	1	0	1	0	0	0	0	0	0	0	1	2	0	1	0	0	2
Sym_101261_c0_g1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
Sym_101261_c1_g1	2	26	18	10	23	10	12	15	15	8	31	14	11	5	14	6	32	23	30	18	4	29	24	24	1	0	4	15	19	8	33	7	38	2	1	1	0	0	1	0	13	22	0	36	17	10	10
Sym_101261_c1_g2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	1	1	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
Sym_101261_c2_g1	0	2	2	2	2	2	4	2	1	0	4	1	3	0	1	1	2	3	4	3	0	3	2	2	0	0	2	2	1	0	0	0	2	0	0	0	0	0	0	0	0	1	1	2	2	3	0
Sym_101293_c0_g3	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0
Sym_101299_c0_g1	1	23	10	6	10	9	9	15	8	2	7	9	13	7	8	1	25	17	20	17	5	14	7	13	1	2	2	14	9	4	18	8	33	4	0	1	0	0	0	0	8	28	0	21	5	9	2
Sym_101300_c0_g1	0	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	2	0	1	0	0	0
Sym_101304_c1_g2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
Sym_101306_c1_g1	0	3	0	0	0	1	0	1	2	0	0	0	1	1	1	0	0	0	0	1	2	1	0	0	0	0	0	0	0	0	3	1	2	0	0	0	0	0	0	0	0	1	0	1	1	0	0
Sym_101308_c4_g1	0	1	0	1	1	0	2	3	0	1	1	1	4	1	0	0	2	0	1	1	0	1	1	1	0	0	0	1	2	0	2	3	4	1	0	1	0	0	0	0	0	4	0	2	2	4	1
Sym_101312_c0_g1	0	0	0	2	0	1	0	0	0	0	0	0	1	0	0	0	0	2	1	0	0	1	2	0	0	0	0	1	2	1	1	1	0	0	0	0	0	0	0	0	2	0	0	1	2	2	2
Sym_101312_c0_g2	0	13	4	4	3	2	4	6	4	3	4	2	7	2	4	2	7	6	3	5	2	7	6	4	2	0	0	10	15	5	7	2	10	0	0	0	0	0	0	0	4	6	1	11	4	5	4
Sym_101326_c0_g1	1	62	53	20	41	57	36	80	33	17	86	35	45	23	25	10	82	72	75	83	19	72	91	71	6	3	6	78	70	28	76	39	127	17	0	1	0	0	12	3	43	54	4	103	30	48	17
Sym_101329_c0_g1	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sym_101338_c0_g1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	1	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	2	0
Sym_10133_c0_g1	0	3	1	0	1	0	0	2	1	0	0	0	0	0	1	0	1	2	2	5	0	3	0	1	0	0	0	0	2	0	0	4	0	1	0	0	0	0	1	0	2	1	0	3	0	3	0
Sym_101341_c0_g1	0	1	1	4	2	0	0	0	0	0	1	0	0	1	0	0	2	0	2	0	0	0	1	1	0	0	0	0	0	0	2	0	1	0	0	0	0	0	0	0	1	0	0	2	0	1	1
Sym_101361_c0_g1	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sym_101375_c0_g1	0	1	1	2	0	1	1	1	1	1	1	0	0	0	0	0	2	1	0	0	0	2	0	0	0	0	0	3	0	0	4	1	0	1	0	0	0	0	0	0	1	0	0	0	1	0	1
Sym_101385_c0_g1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	1	0	0	0	1	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	1	0	1	0	0	1
Sym_101406_c0_g2	0	0	1	0	0	1	0	0	1	0	0	0	1	0	2	0	0	1	1	0	0	1	1	1	0	0	0	1	1	1	0	0	1	0	0	0	0	0	1	0	0	1	0	2	1	0	0
Sym_101408_c0_g1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
Sym_101419_c1_g1	0	5	2	1	2	2	1	4	5	1	0	1	3	0	2	0	5	4	2	1	1	4	2	1	0	0	0	2	5	2	3	2	8	0	0	0	0	0	0	0	2	8	0	7	3	5	0
Sym_101419_c1_g2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
Sym_101420_c0_g1	0	3	0	0	4	3	1	2	0	0	4	2	2	1	0	0	6	1	1	5	1	3	1	6	0	0	0	1	3	1	5	1	4	0	0	0	0	0	0	0	1	3	0	5	2	2	2
Sym_101422_c0_g1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	2	0	0	2	0	0	0	0	0	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0	1	0	1	0
Sym_101433_c0_g1	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sym_101433_c0_g2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
Sym_101439_c1_g1	0	5	2	0	0	1	5	0	1	1	1	2	2	1	1	1	5	3	4	3	1	7	2	8	0	0	0	1	1	2	6	1	5	0	0	1	0	0	0	0	1	3	0	3	1	2	2
