	Culture_Control-1-1.fastq.trim.sam.counts	Culture_Control-1.fastq.trim.sam.counts	Culture_Control-2-1.fastq.trim.sam.counts	Culture_Control-2.fastq.trim.sam.counts	Culture_Control-3-1.fastq.trim.sam.counts	Culture_Control-3.fastq.trim.sam.counts	Culture_Control-4-1.fastq.trim.sam.counts	Culture_Control-4.fastq.trim.sam.counts	Culture_Cool-1.fastq.trim.sam.counts	Culture_Cool-2.fastq.trim.sam.counts	Culture_Cool-3.fastq.trim.sam.counts	Culture_Cool-4.fastq.trim.sam.counts	Culture_Heat-1-1.fastq.trim.sam.counts	Culture_Heat-1.fastq.trim.sam.counts	Culture_Heat-2-1.fastq.trim.sam.counts	Culture_Heat-2.fastq.trim.sam.counts	Culture_Heat-3-1.fastq.trim.sam.counts	Culture_Heat-3.fastq.trim.sam.counts	Culture_Heat-4-1.fastq.trim.sam.counts	Culture_Heat-4.fastq.trim.sam.counts	Oculina_OA4_S45_R1_001.fastq.trim.sam.counts	Oculina_OA5_S33_R1_001.fastq.trim.sam.counts	Oculina_OA6_S20_R1_001.fastq.trim.sam.counts	Oculina_OC4_S29_R1_001.fastq.trim.sam.counts	Oculina_OC5_S18_R1_001.fastq.trim.sam.counts	Oculina_OC9_S36_R1_001.fastq.trim.sam.counts	Oculina_OD4_S40_R1_001.fastq.trim.sam.counts	Oculina_OD5_S5_R1_001.fastq.trim.sam.counts	Oculina_OD6_S26_R1_001.fastq.trim.sam.counts	Oculina_OE10_S46_R1_001.fastq.trim.sam.counts	Oculina_OE11_S3_R1_001.fastq.trim.sam.counts	Oculina_OE3_S30_R1_001.fastq.trim.sam.counts	Oculina_OF7_S32_R1_001.fastq.trim.sam.counts	Oculina_OF8_S44_R1_001.fastq.trim.sam.counts	Oculina_OF9_S9_R1_001.fastq.trim.sam.counts	Oculina_OH11_S43_R1_001.fastq.trim.sam.counts	Oculina_OH15_S12_R1_001.fastq.trim.sam.counts	Oculina_OH1_S34_R1_001.fastq.trim.sam.counts	Oculina_OI1_S15_R1_001.fastq.trim.sam.counts	Oculina_OI2_S35_R1_001.fastq.trim.sam.counts	Oculina_OI3_S4_R1_001.fastq.trim.sam.counts	Oculina_OJ13_S11_R1_001.fastq.trim.sam.counts	Oculina_OJ14_S6_R1_001.fastq.trim.sam.counts	Oculina_OJ15_S24_R1_001.fastq.trim.sam.counts	Oculina_OK1_S38_R1_001.fastq.trim.sam.counts	Oculina_OK2_S1_R1_001.fastq.trim.sam.counts	Oculina_OK3_S31_R1_001.fastq.trim.sam.counts	Oculina_OL6_S16_R1_001.fastq.trim.sam.counts	Oculina_OL7_S2_R1_001.fastq.trim.sam.counts	Oculina_OL8_S19_R1_001.fastq.trim.sam.counts	Oculina_OM1_S10_R1_001.fastq.trim.sam.counts	Oculina_OM2_S28_R1_001.fastq.trim.sam.counts	Oculina_OM3_S23_R1_001.fastq.trim.sam.counts	Oculina_ON4_S27_R1_001.fastq.trim.sam.counts	Oculina_ON5_S13_R1_001.fastq.trim.sam.counts	Oculina_ON6_S17_R1_001.fastq.trim.sam.counts	Oculina_OO1_S7_R1_001.fastq.trim.sam.counts	Oculina_OO2_S22_R1_001.fastq.trim.sam.counts	Oculina_OP1_S42_R1_001.fastq.trim.sam.counts	Oculina_OP2_S47_R1_001.fastq.trim.sam.counts	Oculina_OP3_S37_R1_001.fastq.trim.sam.counts	Oculina_OQ11_S8_R1_001.fastq.trim.sam.counts	Oculina_OQ1_S41_R1_001.fastq.trim.sam.counts	Oculina_OQ4_S14_R1_001.fastq.trim.sam.counts	Oculina_OR7_S39_R1_001.fastq.trim.sam.counts	Oculina_OR8_S21_R1_001.fastq.trim.sam.counts	Oculina_OR9_S25_R1_001.fastq.trim.sam.counts	
BPSG_10604	135	108	129	44	70	52	61	35	53	72	149	121	78	103	90	117	108	56	128	63	0	0	2	0	1	0	0	0	0	1	0	0	0	1	0	0	2	0	1	0	0	0	1	2	0	0	0	0	0	0	2	0	1	0	0	0	0	0	0	0	2	1	0	1	0	0	0	
BPSG_10639	0	0	0	0	0	0	0	0	1	0	1	0	0	1	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
BPSG_10655	21	24	24	19	18	9	15	17	18	17	42	35	32	29	32	19	31	19	31	19	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	1	0	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	1	
BPSG_10662	0	1	1	0	0	0	0	0	2	0	8	4	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
BPSG_10668	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
BPSG_107	3	3	3	2	3	0	1	0	4	1	9	3	0	4	0	0	1	1	3	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
BPSG_10708	0	0	0	1	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
BPSG_10714	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
BPSG_10720	38	56	48	41	37	20	27	31	32	44	64	70	19	14	24	16	22	14	22	17	0	0	0	1	0	2	0	1	0	0	0	0	0	0	0	1	0	1	1	2	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	2	0	1	1	1	0	
BPSG_1074	0	0	1	0	2	0	0	0	2	2	5	4	4	0	4	1	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
BPSG_10742	386	371	411	292	325	224	239	182	110	160	252	265	361	428	330	410	454	205	462	268	0	9	9	1	9	5	1	7	1	3	2	5	3	2	5	3	13	7	12	9	1	2	3	11	0	0	1	10	14	2	7	3	16	0	0	0	0	0	2	0	15	8	2	9	5	5	4	
BPSG_10775	165	181	197	118	139	88	123	91	106	114	215	190	131	193	153	190	173	108	166	123	0	11	7	4	7	4	4	10	1	4	3	4	8	0	5	2	8	6	9	10	1	5	11	6	0	1	1	3	6	3	5	4	7	0	0	0	0	0	4	0	4	7	0	11	5	3	2	
BPSG_10777	1	6	4	3	4	4	5	1	1	2	4	7	0	3	6	4	5	2	5	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
BPSG_10790	17	21	25	18	15	6	17	5	14	19	32	18	4	10	11	15	10	11	19	9	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	1	0	0	0	0	2	2	0	0	0	0	0	0	0	0	1	0	1	0	0	0	
BPSG_10791	90	69	77	46	64	26	53	30	29	61	85	78	60	43	50	47	55	21	39	25	0	1	1	1	2	2	1	4	1	1	3	0	5	2	1	2	1	3	2	2	1	2	1	2	1	1	0	1	3	0	2	5	2	0	0	0	0	0	0	0	1	0	0	9	0	1	0	
BPSG_10793	119	130	114	75	92	62	55	53	41	67	62	114	103	112	99	93	118	44	159	54	0	2	2	0	2	2	0	2	0	0	0	0	1	1	1	0	2	0	6	0	0	0	0	1	0	0	0	3	0	2	3	1	3	0	0	0	0	0	0	0	2	1	0	0	2	0	1	
BPSG_10799	11	9	8	4	12	1	7	5	5	4	11	7	10	6	5	4	5	5	7	4	0	0	2	1	1	1	0	2	1	0	1	0	4	0	1	0	0	1	0	1	0	0	3	2	0	0	0	2	0	0	1	3	3	0	0	0	0	0	1	0	1	1	0	2	0	6	0	
BPSG_10829	241	230	210	113	153	107	126	98	66	127	233	217	130	148	108	137	140	62	167	72	0	6	2	4	0	2	4	8	0	2	4	1	7	0	1	0	0	5	5	4	1	4	9	0	0	0	0	6	7	1	5	1	1	2	0	0	0	0	1	0	3	4	0	15	2	3	0	
BPSG_10830	4	5	6	1	4	1	1	5	7	12	14	15	5	3	2	1	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
BPSG_1085	475	513	501	241	352	283	258	214	261	335	492	567	269	477	373	502	479	244	491	285	0	36	13	16	25	9	14	19	13	15	15	11	15	7	16	2	31	21	30	21	9	17	7	24	1	3	2	10	19	5	17	8	44	2	0	0	0	1	2	0	25	36	1	27	13	11	11	
BPSG_10860	0	1	2	0	2	0	1	0	1	0	2	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
BPSG_10866	2	0	0	0	1	0	1	0	0	3	0	1	0	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	
BPSG_10871	7	2	7	8	0	1	3	0	5	5	9	10	9	5	11	7	9	5	9	4	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	1	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
BPSG_109	220	222	229	162	168	127	141	124	74	98	151	167	210	231	178	240	201	109	208	128	0	14	6	2	9	7	3	1	4	0	5	6	4	2	2	3	7	4	5	8	1	8	3	5	0	2	1	7	8	1	1	0	9	1	0	0	0	0	0	0	9	6	0	11	6	1	1	
BPSG_10905	144	145	159	136	105	47	87	54	100	94	140	132	81	70	60	79	79	32	55	41	0	0	0	0	0	1	0	1	1	0	1	1	0	1	1	1	0	4	1	1	0	4	1	0	0	1	0	2	1	1	3	0	1	1	0	0	0	0	1	0	0	1	0	6	2	0	0	
BPSG_1095	127	100	115	77	67	39	59	38	84	79	127	114	26	51	37	29	30	22	34	28	0	3	2	0	0	1	1	0	1	3	2	2	0	0	1	0	0	0	1	0	1	2	3	0	0	0	0	0	2	0	2	0	1	0	0	0	1	0	0	0	2	0	0	4	4	0	1	
BPSG_10969	6	9	9	6	9	4	4	4	7	7	7	15	6	6	4	9	9	6	7	5	0	0	2	0	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	1	0	
BPSG_10970	1	4	4	7	4	1	4	1	2	0	6	6	4	6	4	3	4	2	6	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	
BPSG_10987	1	0	0	0	1	0	0	0	0	0	1	0	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
BPSG_10990	1	0	0	1	1	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
BPSG_10993	123	127	136	62	105	69	91	47	60	99	116	146	80	191	145	126	140	73	186	97	0	4	3	6	2	1	3	4	2	2	4	4	3	2	4	0	3	5	6	1	1	3	4	6	1	0	0	5	4	2	4	4	12	2	3	0	0	1	0	1	4	10	0	4	1	4	2	
BPSG_10994	583	451	449	216	360	181	222	173	155	250	375	524	427	498	436	552	576	220	558	287	0	17	8	3	6	1	3	8	7	4	8	3	10	7	6	5	12	3	15	13	4	5	16	11	1	0	0	11	10	4	14	5	18	2	0	0	0	0	0	0	3	13	0	13	4	6	1	
BPSG_1101	21	17	15	8	8	9	7	8	5	7	3	4	6	19	7	7	17	7	15	3	0	8	1	1	0	1	3	1	1	4	4	0	1	4	2	3	0	3	3	3	0	8	1	0	0	2	0	3	3	0	3	0	1	1	1	0	4	0	3	1	3	0	2	2	1	2	5	
BPSG_11019	4	3	1	1	3	2	3	0	10	15	28	19	0	0	1	1	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	1	0	
BPSG_11040	22	19	19	12	18	7	15	7	16	41	71	52	19	19	23	23	22	4	33	25	0	1	0	1	1	0	0	3	0	0	1	0	0	0	0	0	2	2	1	6	1	1	5	0	0	0	0	1	3	1	1	1	0	0	0	0	0	0	0	0	0	1	1	11	0	1	0	
BPSG_11052	200	172	176	112	111	83	93	67	78	129	195	179	89	169	124	148	172	72	163	72	0	3	1	0	0	2	1	0	0	2	2	0	0	0	3	1	2	1	1	1	1	1	1	2	0	0	0	1	0	1	2	1	3	0	0	0	0	0	0	0	1	1	0	2	0	1	1	
BPSG_11065	45	46	48	26	32	23	25	20	21	60	75	71	25	30	30	42	47	24	50	28	0	3	0	2	0	1	1	4	1	1	1	2	0	2	0	1	3	3	1	6	0	2	3	1	0	0	0	2	3	1	5	3	4	0	0	0	0	0	1	0	2	2	0	4	2	3	0	
BPSG_11080	854	767	768	469	526	312	363	324	191	326	414	594	939	762	748	811	897	420	892	495	0	19	16	7	10	4	8	7	6	3	3	4	4	7	7	2	16	3	19	12	3	15	11	15	1	1	2	10	13	7	13	3	12	1	0	0	0	0	0	1	9	17	0	10	6	2	6	
BPSG_11081	42	36	37	20	26	13	37	13	17	18	31	41	20	23	18	23	27	24	19	12	0	0	1	1	0	0	1	1	0	0	0	1	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	1	1	0	1	0	1	0	0	0	0	0	0	0	0	1	0	1	0	2	0	
BPSG_11097	1	1	0	2	0	2	3	3	15	26	45	57	8	5	8	4	4	7	15	3	0	0	0	0	0	0	0	1	0	1	0	0	1	0	0	1	0	0	1	1	0	0	0	2	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	1	1	0	0	1	3	1	
BPSG_11099	220	201	205	172	144	55	96	73	100	137	178	234	109	92	79	105	94	56	94	53	0	0	1	1	0	3	0	0	0	0	3	0	0	1	0	0	0	3	1	2	0	3	2	1	1	0	0	1	0	1	1	1	1	0	1	0	0	0	0	0	2	1	0	2	0	4	1	
BPSG_11143	59	92	68	52	41	29	25	30	26	47	60	64	60	72	77	82	60	35	82	35	0	2	1	0	0	3	0	0	0	1	1	1	0	0	0	0	0	0	1	0	1	5	0	1	0	0	0	0	2	0	0	0	3	0	0	0	0	0	0	0	0	2	0	0	0	1	1	
BPSG_11148	34	37	23	21	22	13	24	12	26	33	47	45	19	34	20	32	31	17	35	18	0	0	0	0	0	0	0	1	0	1	1	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	3	0	0	1	0	0	0	0	0	1	0	0	0	
BPSG_11154	0	0	0	0	0	0	1	0	0	3	2	2	0	1	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
BPSG_11169	142	166	170	83	119	71	99	83	82	123	227	212	102	145	101	150	140	93	137	100	0	5	1	4	3	4	1	3	0	3	1	0	7	0	0	2	2	2	6	3	0	1	3	5	0	0	0	0	9	0	3	2	5	0	0	0	0	0	0	0	3	3	0	5	1	0	0	
BPSG_11181	2	2	1	0	2	1	0	1	5	2	5	6	2	4	0	1	2	0	7	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
BPSG_11185	19	28	24	16	8	6	13	11	17	20	18	34	27	19	15	17	17	13	14	18	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
BPSG_11199	5	0	0	1	1	0	1	1	1	1	0	0	1	3	3	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
BPSG_11212	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
BPSG_11244	15	14	9	8	7	7	12	8	10	9	19	15	5	8	6	5	9	5	12	7	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
BPSG_11252	5	1	3	4	3	3	1	2	1	3	0	6	2	1	6	1	0	0	4	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
BPSG_11253	9	7	6	2	5	3	2	2	1	4	4	7	2	1	2	2	1	2	1	3	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	
BPSG_11271	81	76	58	27	57	27	21	30	33	45	95	89	51	51	43	53	56	20	53	29	0	1	0	0	0	1	0	4	0	0	2	0	0	1	2	0	1	1	4	3	0	1	3	0	0	0	0	2	2	2	1	1	2	0	0	1	0	0	0	0	2	0	0	2	0	2	1	
BPSG_11279	1	1	4	0	1	0	1	1	3	1	2	2	0	1	1	0	2	1	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
BPSG_11280	2	0	4	0	1	3	3	0	2	3	1	6	0	3	0	4	2	1	3	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
BPSG_11290	88	71	83	47	87	38	46	51	29	37	69	62	89	90	72	78	82	35	73	37	0	5	0	0	0	0	1	2	0	1	0	2	1	0	0	0	2	2	3	2	0	5	1	2	0	0	0	0	0	0	1	4	2	0	0	0	0	0	1	0	1	1	0	2	2	0	1	
BPSG_11295	87	101	90	103	74	43	62	56	41	51	90	89	84	82	66	78	97	63	100	72	0	0	2	1	1	1	0	2	1	0	1	0	0	0	3	0	1	1	1	0	0	0	3	0	0	0	0	0	1	0	2	0	3	1	0	0	0	0	0	1	2	0	0	6	1	0	1	
BPSG_11297	7	4	3	3	3	2	0	1	3	3	10	9	6	1	7	6	7	4	7	7	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	
BPSG_11311	2	0	1	0	3	0	2	1	0	5	6	5	1	4	2	2	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	
BPSG_11344	4	1	2	2	2	3	4	1	3	3	1	2	2	5	4	11	5	1	4	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
BPSG_11354	49	44	53	40	52	22	26	20	27	39	62	63	22	40	43	51	42	30	44	20	0	0	0	0	1	0	0	1	0	1	1	0	0	1	0	0	0	0	2	1	0	1	1	1	0	0	0	1	0	0	0	0	4	0	0	0	0	0	0	0	0	1	0	3	0	0	0	
BPSG_11363	100	79	81	51	50	42	62	51	28	31	60	53	62	79	67	89	71	47	79	48	0	0	1	0	1	0	0	0	1	0	2	0	0	0	0	0	0	1	1	0	0	1	1	0	0	0	0	1	1	0	0	2	3	0	0	0	0	0	0	0	1	1	0	1	1	0	1	
BPSG_11364	156	139	136	84	118	71	88	63	52	96	164	119	114	125	124	134	119	51	129	73	0	1	3	0	1	0	4	1	1	1	1	0	1	1	1	0	1	2	2	2	0	2	3	1	0	0	0	2	2	2	5	0	3	1	0	0	0	0	0	0	0	3	0	4	1	0	0	
BPSG_11393	58	62	58	36	47	30	33	27	12	11	23	24	44	60	51	73	66	33	66	34	0	1	0	0	1	0	0	0	0	0	0	0	0	0	1	0	2	0	1	0	0	1	1	0	0	0	0	1	0	0	1	1	1	0	0	0	0	0	0	0	1	1	0	1	1	0	0	
BPSG_11407	70	72	77	55	68	28	53	45	46	54	94	76	114	81	70	95	73	35	85	52	0	11	1	3	0	2	0	1	1	0	1	1	1	1	1	0	1	3	2	3	1	2	1	1	0	0	0	1	2	4	2	1	3	0	0	0	0	0	0	0	3	1	0	3	1	0	0	
BPSG_11411	104	121	111	66	93	50	42	47	40	55	141	128	106	122	115	117	115	50	144	78	0	6	5	4	0	2	2	9	2	1	3	1	4	1	10	2	6	0	7	8	1	7	8	0	1	0	0	8	3	2	14	3	6	3	0	0	0	0	2	0	4	3	0	6	5	5	0	
BPSG_11420	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
BPSG_11432	8	17	10	6	9	9	7	6	6	4	15	9	7	7	9	6	9	6	9	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
BPSG_11451	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
BPSG_11457	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	1	2	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
BPSG_11461	20	29	24	10	16	6	10	13	8	11	16	23	9	18	10	22	18	9	18	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	
BPSG_11467	11	13	14	5	5	5	7	7	4	7	11	17	4	7	5	6	8	8	8	5	0	0	1	0	0	0	1	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	
BPSG_11472	75	104	103	32	76	40	47	47	52	63	119	100	68	53	62	54	61	24	66	59	0	6	4	0	1	1	0	1	1	0	1	1	0	0	0	1	0	1	0	1	0	0	0	3	0	0	0	0	3	0	1	2	3	1	0	0	0	0	0	0	0	2	0	0	0	3	2	
BPSG_11481	17	17	17	13	16	9	10	11	5	7	14	16	10	9	4	12	8	5	10	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
BPSG_11502	39	24	33	24	32	11	23	14	9	16	35	21	28	41	28	30	41	25	34	27	0	1	2	0	1	0	0	5	1	0	0	0	0	0	2	0	0	1	0	1	0	1	1	0	0	0	0	0	2	0	3	2	1	0	0	0	0	0	0	0	1	0	0	3	1	1	0	
BPSG_1151	34	33	24	21	24	16	14	7	16	12	24	26	33	28	28	28	32	12	29	16	0	1	0	0	0	1	1	1	1	1	0	0	0	0	0	0	0	1	2	0	1	2	0	1	0	0	0	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	
BPSG_11525	219	242	198	120	163	111	122	78	153	225	339	283	130	175	148	167	161	69	183	108	0	4	2	0	1	1	2	4	0	0	3	1	2	0	5	1	5	4	2	4	0	5	2	3	0	0	0	4	2	3	1	1	6	1	0	0	0	0	0	0	2	4	0	3	2	0	2	
BPSG_11543	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
BPSG_11549	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
BPSG_11561	46	40	36	28	31	15	26	23	26	21	48	52	28	29	26	45	33	25	42	14	0	1	0	0	0	0	1	1	0	0	0	0	0	0	1	0	2	1	4	2	0	2	0	1	0	0	0	2	0	1	0	1	1	0	0	0	0	0	0	0	0	0	1	2	0	1	0	
BPSG_11562	54	57	49	28	33	25	30	22	19	35	42	58	43	50	45	58	51	22	48	26	0	1	1	0	0	1	0	0	0	3	0	0	0	0	0	0	0	0	2	2	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	1	
BPSG_11581	30	27	21	25	32	11	10	10	18	34	38	38	40	27	27	25	33	18	34	16	0	1	0	0	2	1	0	0	0	1	2	1	0	0	0	0	0	1	0	1	2	3	1	1	0	0	0	0	1	0	0	1	5	0	0	0	0	0	0	0	1	0	0	1	0	1	0	
BPSG_11592	1	0	3	1	3	2	2	0	3	2	2	3	2	1	1	3	4	2	3	0	0	0	1	1	0	0	0	0	0	2	0	0	1	0	1	0	0	0	0	0	0	1	0	1	0	0	0	0	1	0	1	0	0	0	0	0	0	0	1	0	0	0	0	1	0	1	0	
BPSG_11599	0	1	0	0	0	1	0	0	1	0	1	0	1	1	1	0	2	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
